OBJECTID,OBJECTCLASS,OBJECTSUBCLASS,DESCRIPTION,REPOSITORY,CREATEDDATE,UPDATEDDATE,TRANSFERDATE,EXPIRATIONDATE,RENEWALMODE,RENEWALPERIOD,PREPAIDPERIOD,PAIDUNTILDATE,ACCOUNTINGDATE,FINALIZATIONDATE,FAILUREDATE,NEXTACTION,NEXTACTIONDATE,NAMESERVER,INTERNALNAMESERVER,STATUS,OWNERCONTACT,ADMINCONTACT,TECHCONTACT,BILLINGCONTACT,ROID,TRANSFERLOCK,ADDON-PROXY,ADDON-TRUSTEE,MISSINGPARAMETER,INVALIDPARAMETER,CLAIMKEY,TRANSFER-DIRECTION,TRANSFER-CREATEDDATE,TRANSFER-STATUS,TRANSFER-OLDREGISTRAR,TRANSFER-NEWREGISTRAR,User,SubUser,SubSubUsers
tiaftd.com,DOMAIN,COM,tiaftd.com,COM-OTE-1API1,2010-09-17 05:06:12,2010-09-17 05:08:58,0000-00-00 00:00:00,2023-09-17 05:06:13,AUTORENEW,1Y,1Y,2024-09-16 05:06:13,2024-09-11 05:06:13,2023-09-18 05:06:13,2024-10-30 05:06:13,expireunpaid,2024-10-30 05:06:13,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE serverUpdateProhibited serverTransferProhibited serverHold,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
tunisia.com,DOMAIN,COM,tunisia.com,COM-OTE-1API1,2010-06-09 11:30:18,2012-02-05 14:40:20,0000-00-00 00:00:00,2026-06-09 11:30:18,AUTORENEW,1Y,0,2026-06-09 11:30:18,2026-06-04 11:30:18,2026-06-10 11:30:18,2026-07-23 11:30:18,pay,2026-06-04 11:30:18,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT105559,P-DUT105559,P-DUT105559,P-DUT105559,,0,0,,,,,,,,,,test.user,,
xn--2grr01av1buw2aiw8a.com,DOMAIN,COM,我很酷勇猛.com,COM-OTE-1API1,2010-10-08 11:21:23,2010-10-08 11:21:23,0000-00-00 00:00:00,2026-10-08 11:21:23,AUTORENEW,1Y,0,2026-10-08 11:21:23,2026-10-03 11:21:23,2026-10-09 11:21:23,2026-11-21 11:21:23,pay,2026-10-03 11:21:23,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLP136339,P-GLP136339,P-GLP136339,P-GLP136339,,0,0,,,,,,,,,,test.user,,
tttt.qc.com,DOMAIN,QCCOM,tttt.qc.com,CENTRALNIC-OTE-1API,2010-10-08 15:59:44,2010-10-08 15:59:44,0000-00-00 00:00:00,2025-10-05 23:59:59,AUTORENEW,1Y,1Y,2026-10-05 23:59:59,2026-10-05 23:59:59,2025-11-18 23:59:59,2026-11-18 23:59:59,finalize,2025-11-18 23:59:59,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLG136401,P-GLG136401,P-GLG136401,P-GLG136401,,0,0,,,,,,,,,,test.user,,
xn--2grr01av1buw2aiw8a.ws,DOMAIN,WS,我很酷勇猛.ws,WS-OTE-1API1,2010-10-08 11:21:28,2012-10-07 17:24:46,0000-00-00 00:00:00,2022-10-07 11:21:28,AUTORENEW,1Y,1Y,2023-10-07 11:21:28,2023-10-02 11:21:28,2022-10-08 11:21:28,2023-11-20 11:21:28,expireunpaid,2023-11-20 11:21:28,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLP136339,P-GLP136339,P-GLP136339,P-GLP136339,,0,,,,,,,,,,,test.user,,
xn--2grr01av1buw2aiw8a.cc,DOMAIN,CC,我很酷勇猛.cc,VNDS-OTE-1API1,2010-10-08 11:21:24,2021-10-09 07:01:06,0000-00-00 00:00:00,2025-10-07 11:21:24,AUTORENEW,1Y,1Y,2026-10-07 11:21:24,2026-10-07 11:21:24,2025-11-19 11:21:24,2026-11-20 11:21:24,finalize,2025-11-19 11:21:24,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLP136339,P-GLP136339,P-GLP136339,P-GLP136339,,0,0,,,,,,,,,,test.user,,
tttt.ru.com,DOMAIN,RUCOM,tttt.ru.com,CENTRALNIC-OTE-1API,2010-10-08 15:59:45,2010-10-08 15:59:45,0000-00-00 00:00:00,2025-10-05 23:59:59,AUTORENEW,1Y,1Y,2026-10-05 23:59:59,2026-10-05 23:59:59,2025-11-18 23:59:59,2026-11-18 23:59:59,finalize,2025-11-18 23:59:59,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLG136401,P-GLG136401,P-GLG136401,P-GLG136401,,0,0,,,,,,,,,,test.user,,
xn--2grr01av1buw2aiw8a.tel,DOMAIN,TEL,我很酷勇猛.tel,30244,2010-10-08 11:21:27,2012-11-23 00:09:35,0000-00-00 00:00:00,2018-10-07 23:59:59,AUTORENEW,1Y,1Y,2019-10-07 23:59:59,2019-10-02 23:59:59,2018-10-08 23:59:59,2019-11-20 23:59:59,expireunpaid,2019-11-20 23:59:59,d0.cth.dns.nic.tel n0.cth.dns.nic.tel s0.cth.dns.nic.tel t0.cth.dns.nic.tel a0.cth.dns.nic.tel,,ACTIVE,P-GLP136339,P-GLP136339,P-GLP136339,P-GLP136339,,0,,,,,,,,,,,test.user,,
vinitwagh12.com,DOMAIN,COM,vinitwagh12.com,COM-OTE-1API1,2010-11-20 13:32:42,2014-04-23 07:39:14,0000-00-00 00:00:00,2025-11-20 12:32:42,AUTORENEW,1Y,0,2025-11-20 12:32:42,2025-11-15 12:32:42,2025-11-21 12:32:42,2026-01-03 12:32:42,pay,2025-11-15 12:32:42,ns1.hexonet.net ns2.hexonet.net,ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,P-AIL28309,P-AIL28309,P-AIL28309,P-AIL28309,,0,0,,,,,,,,,,test.user,,
xn--fuballer-rya.de,DOMAIN,DE,xn--fuballer-rya.de,DENIC-OTE-20332,2010-11-12 08:42:27,2010-11-12 08:42:27,0000-00-00 00:00:00,2025-11-21 08:42:27,AUTORENEW,1Y,0,2025-11-21 08:42:27,2025-11-14 08:42:27,2025-11-20 08:42:27,2025-11-20 08:42:27,pay,2025-11-14 08:42:27,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,HELLER_OTE_DE,,,,,,,,,test.user,,
tttt.kr.com,DOMAIN,KRCOM,tttt.kr.com,CENTRALNIC-OTE-1API,2010-10-08 15:59:42,2010-10-08 15:59:42,0000-00-00 00:00:00,2025-10-05 23:59:59,AUTORENEW,1Y,1Y,2026-10-05 23:59:59,2026-10-05 23:59:59,2025-11-18 23:59:59,2026-11-18 23:59:59,finalize,2025-11-18 23:59:59,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLG136401,P-GLG136401,P-GLG136401,P-GLG136401,,0,0,,,,,,,,,,test.user,,
xn--tanja-bhringer-1pb.de,DOMAIN,DE,tanja-böhringer.de,DENIC-OTE-20332,2010-10-22 12:49:28,2010-10-22 12:49:28,0000-00-00 00:00:00,2026-11-01 12:49:28,AUTORENEW,1Y,0,2026-11-01 12:49:28,2026-10-25 12:49:28,2026-10-31 12:49:28,2026-10-31 12:49:28,pay,2026-10-25 12:49:28,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,HELLER_OTE_DE,,,,,,,,,test.user,,
xn--fu-hia.de,DOMAIN,DE,xn--fu-hia.de,DENIC-OTE-20332,2010-11-12 08:09:01,2010-11-12 08:09:01,0000-00-00 00:00:00,2025-11-21 08:09:01,AUTORENEW,1Y,0,2025-11-21 08:09:01,2025-11-14 08:09:01,2025-11-20 08:09:01,2025-11-20 08:09:01,pay,2025-11-14 08:09:01,,,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,HELLER_OTE_DE,,,,,,,,,test.user,,
vipserver.com,DOMAIN,COM,vipserver.com,COM-OTE-1API1,2010-10-06 22:37:18,2015-09-01 19:55:13,0000-00-00 00:00:00,2026-10-06 22:37:18,AUTORENEW,1Y,0,2026-10-06 22:37:18,2026-10-01 22:37:18,2026-10-07 22:37:18,2026-11-19 22:37:18,pay,2026-10-01 22:37:18,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,1,0,,,,,,,,,,test.user,,
wtfnerplnporh111.de,DOMAIN,DE,wtfnerplnporh111.de,DENIC-OTE-20332,2010-12-12 22:25:32,2010-12-12 22:25:32,0000-00-00 00:00:00,2025-12-21 22:25:32,AUTORENEW,1Y,0,2025-12-21 22:25:32,2025-12-14 22:25:32,2025-12-20 22:25:32,2025-12-20 22:25:32,pay,2025-12-14 22:25:32,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-BEA139617,P-DUT119381,P-DUT119381,P-DUT119381,,0,,,,,,,,,,,test.user,,
xn--ihqu10cdu8a.ws,DOMAIN,WS,我不酷.ws,WS-OTE-1API1,2010-10-05 15:44:16,2012-10-04 21:55:09,0000-00-00 00:00:00,2022-10-04 15:44:16,AUTORENEW,1Y,1Y,2023-10-04 15:44:16,2023-09-29 15:44:16,2022-10-05 15:44:16,2023-11-17 15:44:16,expireunpaid,2023-11-17 15:44:16,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-LYL135900,P-LYL135900,P-LYL135900,P-LYL135900,,0,,,,,,,,,,,test.user,,
tttt.lu,DOMAIN,LU,tttt.lu,DNSLU-OTE-1API_1,2010-10-08 15:59:14,2016-12-02 19:20:51,0000-00-00 00:00:00,2025-12-02 09:29:48,AUTORENEW,1Y,0,2025-12-02 09:29:48,2025-11-25 09:29:48,2025-12-01 09:29:48,2025-12-01 09:29:48,pay,2025-11-25 09:29:48,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns1.ispapi.net ns2.ispapi.net ns3.ispapi.net,PENDINGUPDATE,P-GLG136401,P-GLG136401,P-GLG136401,P-GLG136401,,,,,,,,,,,,,test.user,,
xn--2grr01av1buw2aiw8a.tv,DOMAIN,TV,我很酷勇猛.tv,VNDS-OTE-1API1,2010-10-08 11:21:27,2021-10-09 07:00:57,0000-00-00 00:00:00,2025-10-07 11:21:27,AUTORENEW,1Y,1Y,2026-10-07 11:21:27,2026-10-07 11:21:27,2025-11-19 11:21:27,2026-11-20 11:21:27,finalize,2025-11-19 11:21:27,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-GLP136339,P-GLP136339,P-GLP136339,P-GLP136339,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.cc,DOMAIN,CC,sssssssssssssssccccccccccc.cc,VNDS-OTE-1API1,2011-03-12 00:51:12,2021-03-12 08:00:51,0000-00-00 00:00:00,2026-03-11 00:51:12,AUTORENEW,1Y,0,2026-03-11 00:51:12,2026-03-11 00:51:12,2026-04-23 00:51:12,2026-04-24 00:51:12,pay,2026-03-11 00:51:12,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
toets-123.com,DOMAIN,COM,toets-123.com,COM-OTE-1API1,2011-03-22 19:43:24,2016-11-09 18:15:18,2011-03-29 06:05:08,2026-03-22 19:43:24,AUTORENEW,1Y,0,2026-03-22 19:43:24,2026-03-17 19:43:24,2026-03-23 19:43:24,2026-05-05 19:43:24,pay,2026-03-17 19:43:24,ns1.registrant-verification.ispapi.net ns3.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ns3.registrant-verification.ispapi.net ns1.registrant-verification.ispapi.net ns2.registrant-verification.ispapi.net,ACTIVE clientTransferProhibited,12222,12REGI-0752,12222,,,1,0,,,,,,,,,,test.user,,
stinky-cheese.com,DOMAIN,COM,stinky-cheese.com,COM-OTE-1API1,2011-01-12 14:27:40,2012-01-17 12:02:15,0000-00-00 00:00:00,2026-01-12 14:27:40,AUTORENEW,1Y,0,2026-01-12 14:27:40,2026-01-07 14:27:40,2026-01-13 14:27:40,2026-02-25 14:27:40,pay,2026-01-07 14:27:40,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ILN145250,P-DAM144496,P-DAM144496,P-DAM144496,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.com.pl,DOMAIN,COMPL,sssssssssssssssccccccccccc.com.pl,PL-OTE-1API1,2011-03-12 00:52:20,2013-03-11 06:57:22,0000-00-00 00:00:00,2026-03-12 00:52:20,AUTORENEW,1Y,0,2026-03-12 00:52:20,2026-03-05 00:52:20,2026-03-11 00:52:20,2026-03-11 00:52:20,pay,2026-03-05 00:52:20,ns2.sssssssssssssssccccccccccc.com.pl ns1.sssssssssssssssccccccccccc.com.pl,,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,,,,,,,,,,,,test.user,,
preturitiglametalica.com,DOMAIN,COM,preturitiglametalica.com,COM-OTE-1API1,2011-03-20 07:27:07,2015-09-01 19:55:22,0000-00-00 00:00:00,2026-03-20 07:27:08,AUTORENEW,1Y,0,2026-03-20 07:27:08,2026-03-15 07:27:08,2026-03-21 07:27:08,2026-05-03 07:27:08,pay,2026-03-15 07:27:08,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.de.com,DOMAIN,DECOM,sssssssssssssssccccccccccc.de.com,CENTRALNIC-OTE-1API,2011-03-12 00:00:00,2015-05-08 08:52:15,0000-00-00 00:00:00,2026-03-12 23:59:59,AUTORENEW,1Y,0,2026-03-12 23:59:59,2026-03-12 23:59:59,2026-04-25 23:59:59,2026-04-25 23:59:59,pay,2026-03-12 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
powerupbattery.net,DOMAIN,NET,powerupbattery.net,COM-OTE-1API1,2011-03-13 18:49:25,2016-12-06 14:14:03,0000-00-00 00:00:00,2026-03-13 18:49:25,AUTORENEW,1Y,0,2026-03-13 18:49:25,2026-03-08 18:49:25,2026-03-14 18:49:25,2026-04-26 18:49:25,pay,2026-03-08 18:49:25,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,P-JWH208935,095d1cd91cc8fd4c,095d1cd91cc8fd4c,09d9cfd5560c18fc,,1,WHOISTRUSTEE,,,,,,,,,,test.user,,
powerupbattery.com,DOMAIN,COM,powerupbattery.com,COM-OTE-1API1,2011-03-13 18:48:00,2011-03-13 18:48:00,0000-00-00 00:00:00,2026-03-13 18:48:00,AUTORENEW,1Y,0,2026-03-13 18:48:00,2026-03-08 18:48:00,2026-03-14 18:48:00,2026-04-26 18:48:00,pay,2026-03-08 18:48:00,ns3.hexonet.net ns1.hexonet.net ns2.hexonet.net,ns3.hexonet.net ns2.hexonet.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,P-JWH150458,P-JWH150456,P-JWH150457,P-JWH150455,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.br.com,DOMAIN,BRCOM,sssssssssssssssccccccccccc.br.com,CENTRALNIC-OTE-1API,2011-03-12 00:00:00,2015-05-08 08:52:15,0000-00-00 00:00:00,2026-03-12 23:59:59,AUTORENEW,1Y,0,2026-03-12 23:59:59,2026-03-12 23:59:59,2026-04-25 23:59:59,2026-04-25 23:59:59,pay,2026-03-12 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.cn.com,DOMAIN,CNCOM,sssssssssssssssccccccccccc.cn.com,CENTRALNIC-OTE-1API,2011-03-12 00:00:00,2015-05-08 08:52:15,0000-00-00 00:00:00,2026-03-12 23:59:59,AUTORENEW,1Y,0,2026-03-12 23:59:59,2026-03-12 23:59:59,2026-04-25 23:59:59,2026-04-25 23:59:59,pay,2026-03-12 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
ozkanozer.com,DOMAIN,COM,ozkanozer.com,COM-OTE-1API1,2011-03-28 19:01:56,2015-09-01 19:55:23,0000-00-00 00:00:00,2026-03-28 19:01:57,AUTORENEW,1Y,0,2026-03-28 19:01:57,2026-03-23 19:01:57,2026-03-29 19:01:57,2026-05-11 19:01:57,pay,2026-03-23 19:01:57,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.gb.net,DOMAIN,GBNET,sssssssssssssssccccccccccc.gb.net,CENTRALNIC-OTE-1API,2011-03-12 00:00:00,2015-05-08 08:52:15,0000-00-00 00:00:00,2026-03-12 23:59:59,AUTORENEW,1Y,0,2026-03-12 23:59:59,2026-03-12 23:59:59,2026-04-25 23:59:59,2026-04-25 23:59:59,pay,2026-03-12 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,1,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.eu.com,DOMAIN,EUCOM,sssssssssssssssccccccccccc.eu.com,CENTRALNIC-OTE-1API,2011-03-12 00:00:00,2015-05-08 08:52:15,0000-00-00 00:00:00,2026-03-12 23:59:59,AUTORENEW,1Y,0,2026-03-12 23:59:59,2026-03-12 23:59:59,2026-04-25 23:59:59,2026-04-25 23:59:59,pay,2026-03-12 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
trexhostbb.com,DOMAIN,COM,trexhostbb.com,COM-OTE-1API1,2011-03-11 18:08:11,2015-09-01 19:55:21,0000-00-00 00:00:00,2026-03-11 17:08:11,AUTORENEW,1Y,0,2026-03-11 17:08:11,2026-03-06 17:08:11,2026-03-12 17:08:11,2026-04-24 17:08:11,pay,2026-03-06 17:08:11,ns2.ispapi.ne ns1.ispapi.net,ns1.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
sam.tv,DOMAIN,TV,sam.tv,VNDS-OTE-1API1,2011-01-19 15:36:21,2022-01-20 08:01:39,0000-00-00 00:00:00,2026-01-18 15:36:21,AUTORENEW,1Y,0,2026-01-18 15:36:21,2026-01-18 15:36:21,2026-03-02 15:36:21,2026-03-03 15:36:21,pay,2026-01-18 15:36:21,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
ivgsoft.com,DOMAIN,COM,ivgsoft.com,COM-OTE-1API1,2011-03-11 18:08:07,2017-06-29 22:08:18,0000-00-00 00:00:00,2026-03-11 18:08:07,AUTORENEW,1Y,0,2026-03-11 18:08:07,2026-03-06 18:08:07,2026-03-12 18:08:07,2026-04-24 18:08:07,pay,2026-03-06 18:08:07,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,1,0,,,,,,,,,,test.user,,
pratik.com,DOMAIN,COM,pratik.com,COM-OTE-1API1,2011-02-11 15:01:15,2011-02-11 15:01:15,0000-00-00 00:00:00,2026-02-11 14:01:15,AUTORENEW,1Y,0,2026-02-11 14:01:15,2026-02-06 14:01:15,2026-02-12 14:01:15,2026-03-27 14:01:15,pay,2026-02-06 14:01:15,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TTT146566,P-DAM144496,P-DAM144496,P-DAM144496,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.com,DOMAIN,COM,sssssssssssssssccccccccccc.com,COM-OTE-1API1,2011-03-12 00:51:41,2015-09-01 19:55:22,0000-00-00 00:00:00,2026-03-11 23:51:41,AUTORENEW,1Y,0,2026-03-11 23:51:41,2026-03-06 23:51:41,2026-03-12 23:51:41,2026-04-24 23:51:41,pay,2026-03-06 23:51:41,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,1,0,,,,,,,,,,test.user,,
mnop9.fr,DOMAIN,FR,mnop9.fr,AFNIC-OTE-1API1,2011-02-01 09:19:57,2011-02-03 15:35:23,0000-00-00 00:00:00,2026-02-01 15:35:23,AUTORENEW,1Y,0,2026-02-01 15:35:23,2026-01-25 15:35:23,2026-01-31 15:35:23,2026-01-31 15:35:23,pay,2026-01-25 15:35:23,,,ACTIVE,P-DUT119381,AM1984-GANDI,P-DUT119381,P-DUT119381,,,,,,,,,,,,,test.user,,
45345345sdffsd.com,DOMAIN,COM,45345345sdffsd.com,COM-OTE-1API1,2011-01-28 15:07:45,2015-09-05 17:50:17,0000-00-00 00:00:00,2026-01-28 14:07:45,AUTOEXPIRE,1Y,0,2026-01-28 14:07:45,2026-01-23 14:07:45,2026-01-29 14:07:45,2026-03-13 14:07:45,expire,2026-03-13 14:07:45,ns2.45345345sdffsd.com ns4.45345345sdffsd.com ns1.45345345sdffsd.com,,ACTIVE clientTransferProhibited,P-BRD146108,P-DAM144496,P-DAM144496,P-DAM144496,,1,0,,,,,,,,,,test.user,,
ver5er5345345sdf.com,DOMAIN,COM,ver5er5345345sdf.com,COM-OTE-1API1,2011-02-10 10:35:51,2011-02-10 10:35:51,0000-00-00 00:00:00,2026-02-10 09:35:51,AUTORENEW,1Y,0,2026-02-10 09:35:51,2026-02-05 09:35:51,2026-02-11 09:35:51,2026-03-26 09:35:51,pay,2026-02-05 09:35:51,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DFS146427,P-DAM144496,P-DAM144496,P-DAM144496,,0,0,,,,,,,,,,test.user,,
sssssssssssssssccccccccccc.cz,DOMAIN,CZ,sssssssssssssssccccccccccc.cz,CZ-OTE-1API1,2011-03-12 00:56:35,2011-03-12 00:56:35,0000-00-00 00:00:00,2012-03-12 00:00:00,AUTORENEW,1Y,1Y,2013-03-12 00:00:00,2013-03-05 00:00:00,2012-03-11 00:00:00,2013-05-10 00:00:00,expireunpaid,2013-05-10 00:00:00,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,,,,,,,,,,test.user,,
papakai.name,DOMAIN,NAMESLD,papakai.name,NAME-OTE-1API1,2011-06-07 06:58:08,2011-06-07 06:58:08,0000-00-00 00:00:00,2020-06-05 06:58:08,AUTODELETE,1Y,0,2020-06-05 06:58:08,2020-05-31 06:58:08,2020-06-06 06:58:08,2020-07-19 06:58:08,delete,2020-07-19 06:58:08,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
webdesign-schwarz.de,DOMAIN,DE,webdesign-schwarz.de,DENIC-OTE-20332,2011-06-07 07:04:29,2011-06-07 07:04:29,0000-00-00 00:00:00,2026-06-16 07:04:29,AUTORENEW,1Y,0,2026-06-16 07:04:29,2026-06-09 07:04:29,2026-06-15 07:04:29,2026-06-15 07:04:29,pay,2026-06-09 07:04:29,,,ACTIVE,P-KSW161683,P-DUT119381,P-DUT119381,P-DUT119381,,0,,,,,,,,,,,test.user,,
papakai.tel,DOMAIN,TEL,papakai.tel,30244,2011-06-07 07:00:25,2017-02-24 16:46:38,0000-00-00 00:00:00,2018-06-06 23:59:59,AUTORENEW,1Y,1Y,2019-06-06 23:59:59,2019-06-01 23:59:59,2018-06-07 23:59:59,2019-07-20 23:59:59,expireunpaid,2019-07-20 23:59:59,d0.cth.dns.nic.tel n0.cth.dns.nic.tel s0.cth.dns.nic.tel t0.cth.dns.nic.tel a0.cth.dns.nic.tel,,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,,,,,,,,,,test.user,,
gondolino.com,DOMAIN,COM,gondolino.com,COM-OTE-1API1,2011-08-09 11:29:27,2011-08-09 11:29:27,0000-00-00 00:00:00,2026-08-09 11:29:27,AUTORENEW,1Y,0,2026-08-09 11:29:27,2026-08-04 11:29:27,2026-08-10 11:29:27,2026-09-22 11:29:27,pay,2026-08-04 11:29:27,ns1.systemdns.com ns2.systemdns.com,,ACTIVE,NXCOM13128893639,NXCOM13128893615,NXCOM13128893627,,,0,0,,,,,,,,,,test.user,,
priorweb.com,DOMAIN,COM,priorweb.com,COM-OTE-1API1,2011-07-09 12:42:20,2015-09-01 19:55:26,0000-00-00 00:00:00,2026-07-09 12:42:20,AUTORENEW,1Y,0,2026-07-09 12:42:20,2026-07-04 12:42:20,2026-07-10 12:42:20,2026-08-22 12:42:20,pay,2026-07-04 12:42:20,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,0,,,,,,,,,,test.user,,
papakai.cz,DOMAIN,CZ,papakai.cz,CZ-OTE-1API1,2011-06-07 06:56:19,2013-06-06 00:50:42,0000-00-00 00:00:00,2018-06-07 00:00:00,AUTODELETE,1Y,0,2018-06-07 00:00:00,2018-05-31 00:00:00,2018-06-06 00:00:00,2018-08-05 00:00:00,delete,2018-08-05 00:00:00,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DUT119381,P-DUT119381,P-DUT119381,P-DUT119381,,0,,,,,,,,,,,test.user,,
